"predecessor_path","target_path","category","predecessor_sha256","target_sha256","disposition","evidence_rationale"
"C:\Projekti\OPC\OPC v.1\SOURCE\test\ceremony_reminder_system_test.dart","C:\Projekti\OPC_v1.5\source\test\ceremony_reminder_system_test.dart","B","E051243C18ADEAEF5221D926BF929F395B8ABB38C7CA6F94DD7E71A64425FC1C","E051243C18ADEAEF5221D926BF929F395B8ABB38C7CA6F94DD7E71A64425FC1C","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\citulje_concrete_format_projection_test.dart","C:\Projekti\OPC_v1.5\source\test\citulje_concrete_format_projection_test.dart","B","FDD82CAF4ADA176765E9E4427C5183A9A5E04CE941E4364055C579FFECA27F92","FDD82CAF4ADA176765E9E4427C5183A9A5E04CE941E4364055C579FFECA27F92","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\citulje_domain_persistence_test.dart","C:\Projekti\OPC_v1.5\source\test\citulje_domain_persistence_test.dart","B","15E8540D87860F0BE3D038F466E6459FB9EAD0D3A6BA04A5FE8DB18211A39749","15E8540D87860F0BE3D038F466E6459FB9EAD0D3A6BA04A5FE8DB18211A39749","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\citulje_finalized_write_guard_test.dart","C:\Projekti\OPC_v1.5\source\test\citulje_finalized_write_guard_test.dart","B","51F26202BE753DF66FE3C640E7D6BBE438594196D1B0A048EB6A21A71A8509BC","51F26202BE753DF66FE3C640E7D6BBE438594196D1B0A048EB6A21A71A8509BC","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\citulje_module_screen_test.dart","C:\Projekti\OPC_v1.5\source\test\citulje_module_screen_test.dart","B","29A05184BFB41C833E212D1520BC1D4CA559412AE98E82E20355A9525BE669FB","29A05184BFB41C833E212D1520BC1D4CA559412AE98E82E20355A9525BE669FB","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\citulje_pdf_export_test.dart","C:\Projekti\OPC_v1.5\source\test\citulje_pdf_export_test.dart","B","0C01418FDFCC1204FFFAECF0CA964F9A9F3B16927E694E27F01E372B887F8C76","0C01418FDFCC1204FFFAECF0CA964F9A9F3B16927E694E27F01E372B887F8C76","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\database_catalog_seed_idempotency_test.dart","C:\Projekti\OPC_v1.5\source\test\database_catalog_seed_idempotency_test.dart","B","2C420EC90F1C10C6BEF656A47EE9418D4823BECDCC0CA420299C69F791ACB415","2C420EC90F1C10C6BEF656A47EE9418D4823BECDCC0CA420299C69F791ACB415","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\full_backup_restore_lifecycle_coordination_test.dart","C:\Projekti\OPC_v1.5\source\test\full_backup_restore_lifecycle_coordination_test.dart","B","A5FA57712C945C7CE61C1D5374CCE1CEFD27A027B83103F140DE679544717CA7","A5FA57712C945C7CE61C1D5374CCE1CEFD27A027B83103F140DE679544717CA7","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\iriu_catalog_basic_category_policy_test.dart","C:\Projekti\OPC_v1.5\source\test\iriu_catalog_basic_category_policy_test.dart","B","B665B84E7677A4BF072E4FDAAB411BC6942B49FAA99EFCDBBFAB40A44187A2FF","B665B84E7677A4BF072E4FDAAB411BC6942B49FAA99EFCDBBFAB40A44187A2FF","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\iriu_portable_occurrence_identity_test.dart","C:\Projekti\OPC_v1.5\source\test\iriu_portable_occurrence_identity_test.dart","B","DFBA2F5D0A1764055229BAADCDBE5D9400F05F878BC3E6B89EAFFF88B9969A12","DFBA2F5D0A1764055229BAADCDBE5D9400F05F878BC3E6B89EAFFF88B9969A12","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\lista_predmeta_screen_smoke_test.dart","C:\Projekti\OPC_v1.5\source\test\lista_predmeta_screen_smoke_test.dart","B","16D110157CC42841EFAA39D5E14022107E48181AA46DE9B428A13745B85E9468","16D110157CC42841EFAA39D5E14022107E48181AA46DE9B428A13745B85E9468","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\moduli_screen_responsive_test.dart","C:\Projekti\OPC_v1.5\source\test\moduli_screen_responsive_test.dart","B","FBCB8D7D633445710DF444AA2C9AA28AE4BE90685A2DF058D5C01E0EAE30CE2D","FBCB8D7D633445710DF444AA2C9AA28AE4BE90685A2DF058D5C01E0EAE30CE2D","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\nalog_cvecari_pdf_contract_test.dart","C:\Projekti\OPC_v1.5\source\test\nalog_cvecari_pdf_contract_test.dart","B","B68C875D71D9356386FD9053C1730285F956C29EE94A2162BFE427A82E93A072","B68C875D71D9356386FD9053C1730285F956C29EE94A2162BFE427A82E93A072","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\nalog_cvecari_pdf_multi_item_test.dart","C:\Projekti\OPC_v1.5\source\test\nalog_cvecari_pdf_multi_item_test.dart","B","A34BBB71437DE75B49B8AEEEAA4086478CBFC8EA53A8C01264520A38E714AFAE","A34BBB71437DE75B49B8AEEEAA4086478CBFC8EA53A8C01264520A38E714AFAE","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\nalog_za_opremanje_pdf_contract_test.dart","C:\Projekti\OPC_v1.5\source\test\nalog_za_opremanje_pdf_contract_test.dart","B","2D0C03B59A7F917D0BC17CE0D6DB063DE3D668306C9F24C351A13B5DC9E251F6","2D0C03B59A7F917D0BC17CE0D6DB063DE3D668306C9F24C351A13B5DC9E251F6","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\podesavanja_screen_smoke_test.dart","C:\Projekti\OPC_v1.5\source\test\podesavanja_screen_smoke_test.dart","B","0C30493F3C7A7872B8AE65062CF6868C4715811DBDA9C9FC55333E39BA9C2DDA","0C30493F3C7A7872B8AE65062CF6868C4715811DBDA9C9FC55333E39BA9C2DDA","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\podsetnik_module_screen_test.dart","C:\Projekti\OPC_v1.5\source\test\podsetnik_module_screen_test.dart","B","7F68151F34FB9085883EB05572CF4266AA5C1CCA536890228550C8F9139A225C","7F68151F34FB9085883EB05572CF4266AA5C1CCA536890228550C8F9139A225C","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\podsetnik_obligation_foundation_test.dart","C:\Projekti\OPC_v1.5\source\test\podsetnik_obligation_foundation_test.dart","B","E9C620CA8A08AEFC88757376A8123A2F5179FD02C81C5BC4002FF6C31F41032F","E9C620CA8A08AEFC88757376A8123A2F5179FD02C81C5BC4002FF6C31F41032F","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\podsetnik_task2_bounded_correction_test.dart","C:\Projekti\OPC_v1.5\source\test\podsetnik_task2_bounded_correction_test.dart","B","3D112A1E9786C2E344F8B80AE59E8F5D9818400C7C490DAB7AA37F8093F00FAA","3D112A1E9786C2E344F8B80AE59E8F5D9818400C7C490DAB7AA37F8093F00FAA","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\podsetnik_task2_ui_integration_test.dart","C:\Projekti\OPC_v1.5\source\test\podsetnik_task2_ui_integration_test.dart","B","E3D030756C33C635EB66508E153581AF0FE45A207A6B59A476F09FB72E26B456","E3D030756C33C635EB66508E153581AF0FE45A207A6B59A476F09FB72E26B456","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\podsetnik_urna_f06_milestone_test.dart","C:\Projekti\OPC_v1.5\source\test\podsetnik_urna_f06_milestone_test.dart","B","A49F8122C96E5886B31B081D7123ADA2B538B4E8B618271DE2C03EF2A4F71B76","A49F8122C96E5886B31B081D7123ADA2B538B4E8B618271DE2C03EF2A4F71B76","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\predmet_hard_delete_lifecycle_coordinator_test.dart","C:\Projekti\OPC_v1.5\source\test\predmet_hard_delete_lifecycle_coordinator_test.dart","B","A9274A6E74031C049CCD5148FFDACB7DB8E956581559F0F430AD28DC04BDBB21","A9274A6E74031C049CCD5148FFDACB7DB8E956581559F0F430AD28DC04BDBB21","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\predmet_lifecycle_referential_characterization_test.dart","C:\Projekti\OPC_v1.5\source\test\predmet_lifecycle_referential_characterization_test.dart","B","18FC8B05ECA141C4027EE950F29DA8112662EBDC9F8107DB2D96563E568086EE","18FC8B05ECA141C4027EE950F29DA8112662EBDC9F8107DB2D96563E568086EE","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\presentation_potpun_entitlement_test.dart","C:\Projekti\OPC_v1.5\source\test\presentation_potpun_entitlement_test.dart","B","A8BF5768EC0E7F82642454736A347A0777DBC52AD59404136D9FA6869C1B6581","A8BF5768EC0E7F82642454736A347A0777DBC52AD59404136D9FA6869C1B6581","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\r5_podsetnik_citulja_integration_test.dart","C:\Projekti\OPC_v1.5\source\test\r5_podsetnik_citulja_integration_test.dart","B","2B864A6D29D3130A1C3426B316C97221D168AF80F61F86C6D51C5D811DD917C2","2B864A6D29D3130A1C3426B316C97221D168AF80F61F86C6D51C5D811DD917C2","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\stanje_robe_operational_toggle_test.dart","C:\Projekti\OPC_v1.5\source\test\stanje_robe_operational_toggle_test.dart","B","6BD5C4E627D13A9B21B73EB4D61E08383020125F27DDFF845B0730DF2106EA93","6BD5C4E627D13A9B21B73EB4D61E08383020125F27DDFF845B0730DF2106EA93","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
"C:\Projekti\OPC\OPC v.1\SOURCE\test\support\opc_database_migration_fixture.dart","C:\Projekti\OPC_v1.5\source\test\support\opc_database_migration_fixture.dart","B","5D222802622D7189C2C76BBD2CA5351F30BDD8A6DEF952D3953C044279266976","5D222802622D7189C2C76BBD2CA5351F30BDD8A6DEF952D3953C044279266976","INCLUDED — ACCEPTED CURRENT BASELINE","Current accepted predecessor delta; B path; byte/hash equality verified before QA."
