"exact_path","source_location","current_status","primary_information_purpose","ownership","unique_current_knowledge","conflicting_knowledge","newer_authority_or_superseding_home","target_information_home","proposed_disposition","owner_decision_required","migration_verification_status","classification_basis","authority_class","current_authority_home","target_section_topic","migration_evidence","review_required_reason"
"docs/OPC_CHARACTERIZATION_COVERAGE_MATRIX.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_CHARACTERIZATION_EVIDENCE_FOUNDATION.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_CHARACTERIZATION_GAP_REGISTER.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_CHILD_ILLNESS_AND_SAFE_UPGRADE_CANDIDATE_REGISTER.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_CITULJE_KATALOG_RECOVERY_STRATEGY_FORENSIC_AUDIT_REPORT.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_CROSS_DEVICE_CONTINUITY_FINAL_CLOSURE_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_CROSS_DEVICE_CONTINUITY_OVERNIGHT_STABILIZATION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_CROSS_DEVICE_PREDMET_SCENARIO_FORENSIC_CLOSURE_REPORT.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_CUMULATIVE_VALIDATION_BUILD_RUNTIME_PREPARATION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_CUMULATIVE_VALIDATION_RUNTIME_ACCEPTANCE_CHECKLIST.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_CURRENT_DEVELOPMENT_STATE.md","GIT","CURRENT SUPPORTING EVIDENCE","Current authority, governance, roadmap or lock control","Owner/project governance","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_DATABASE_REFERENTIAL_INTEGRITY_AND_PREDMET_DEPENDENCY_AUDIT.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_DEVELOPMENT.md","GIT","CURRENT AUTHORITY HOME","Phase 1 current-state/authority information home","Product/engineering documentation","YES","NO","Self â€” operative compact current-state home","docs/OPC_DEVELOPMENT.md","RETAIN","NO","VERIFIED â€” CURRENT AUTHORITY HOME","Compact current-state reading surface adopted by Phase 1 Closure Correction","CURRENT AUTHORITY HOME","docs/OPC_DEVELOPMENT.md","Sections 1-10: authority, workflow, validation and protected areas","Path exists; README/source-map navigation and final link check identify this as the operative home","NONE â€” current authority home"
"docs/OPC_DOCUMENTATION_ARCHITECTURE_AND_DEVELOPMENT_PLAN_AUDIT.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_DOCUMENTATION_BLOCKER_SECTION_CROSS_MAP.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_DOCUMENTATION_EXTRACTED_NORMATIVE_SEMANTIC_QUEUE.md","GIT","OWNER RECONCILIATION REQUIRED","Source-learning, supporting or project documentation","Technical/domain/governance evidence","YES","REVIEW","OPC_PRODUCT_AND_DOMAIN.md open-decision boundary; later owner record when resolved","docs/OPC_PRODUCT_AND_DOMAIN.md Â§6; owner decision record when resolved","RETAIN FOR OWNER RECONCILIATION","YES","PENDING â€” OWNER RECONCILIATION","Explicit unresolved owner/business queue, not an ordinary archive/classification choice","OWNER RECONCILIATION REQUIRED","docs/OPC_PRODUCT_AND_DOMAIN.md","Section 6: current owner decisions and open meaning; queue detail retained as supporting evidence","Queue remains discoverable and is linked to the current open-decision boundary; no business meaning changed","OWNER DECISION REQUIRED â€” unresolved business/authority meaning"
"docs/OPC_DOCUMENTATION_PRIVACY_HISTORY_EXPOSURE_ASSESSMENT.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_DOCUMENTATION_RECONCILIATION_AUDIT_AND_REMOVAL_MANIFEST.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_DOCUMENTATION_REMOVAL_PROTECTION_MAP.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_DOCUMENTATION_SEMANTIC_CONSOLIDATION_EVIDENCE_REGISTER.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_DOCUMENTATION_SEMANTIC_OWNER_DECISION_QUEUE.md","GIT","OWNER RECONCILIATION REQUIRED","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","YES","REVIEW","OPC_PRODUCT_AND_DOMAIN.md open-decision boundary; later owner record when resolved","docs/OPC_PRODUCT_AND_DOMAIN.md Â§6; owner decision record when resolved","RETAIN FOR OWNER RECONCILIATION","YES","PENDING â€” OWNER RECONCILIATION","Explicit unresolved owner/business queue, not an ordinary archive/classification choice","OWNER RECONCILIATION REQUIRED","docs/OPC_PRODUCT_AND_DOMAIN.md","Section 6: current owner decisions and open meaning; queue detail retained as supporting evidence","Queue remains discoverable and is linked to the current open-decision boundary; no business meaning changed","OWNER DECISION REQUIRED â€” unresolved business/authority meaning"
"docs/OPC_DOCUMENTATION_THEMATIC_SEMANTIC_CONSOLIDATION.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_DOCUMENTATION_TRUTH_RECOVERY_CORRECTION_MATRIX.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_DOCUMENTATION_TRUTH_RECOVERY_REPORT.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_ENGINEERING_PROFILE.md","GIT","CURRENT AUTHORITY HOME","Phase 1 current-state/authority information home","Product/engineering documentation","YES","NO","Self â€” operative compact current-state home","docs/OPC_ENGINEERING_PROFILE.md","RETAIN","NO","VERIFIED â€” CURRENT AUTHORITY HOME","Compact current-state reading surface adopted by Phase 1 Closure Correction","CURRENT AUTHORITY HOME","docs/OPC_ENGINEERING_PROFILE.md","Adopted profile and operating principles","Path exists; README/source-map navigation and final link check identify this as the operative home","NONE â€” current authority home"
"docs/OPC_FIRM_SCOPED_PREDMET_IDENTITY_TECHNICAL_AUDIT.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_FULL_BUSINESS_POLICY_AND_LOGIC_SNAPSHOT.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_GATE_0_BLOCKER_EXTRACTION_AUTHORIZATION_RECORD.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_GATE_0_FINAL_PLAN_OWNER_APPROVAL_PREPARATION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_GATE_0_OWNER_APPROVAL_RECORD.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_GATE_0_PROTECTION_REEVALUATION_AND_CLOSURE_MAP.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_GATE_0_REMOVAL_AUTHORIZATION_RECORD.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_GATE_0_SEMANTIC_CONSOLIDATION_AUTHORIZATION_RECORD.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_GATE_0_SEMANTIC_OWNER_DECISION_RECORD_01.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_GROUPED_SAFE_UPGRADE_PLAN.md","GIT","HISTORICAL EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","NO","NO","Phase 1 compact homes and current supporting evidence","Archive after knowledge check; preserve Git history and exact evidence path","ARCHIVE â€” SOURCE-LEARNING","NO","VERIFIED â€” NOT CURRENT AUTHORITY; ARCHIVE TARGET IDENTIFIED","Source-learning artifact without a current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Historical/source-learning evidence; consult only for scoped provenance","No current authority claim retained; path and provenance remain available for scoped forensic review","NONE â€” no owner decision for ordinary source-learning classification"
"docs/OPC_IMPLEMENTATION_STOP_LIST.md","GIT","CURRENT SUPPORTING EVIDENCE","Source-learning, supporting or project documentation","Technical/domain/governance evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_INCIDENT_AND_ANTI_DRIFT_REGISTER.md","GIT","HISTORICAL EVIDENCE","Scoped report, audit, decision or incident evidence","Historical/owner/technical evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/OPC_IRIU_BUSINESS_LOGIC_AUDIT_REPORT.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_IRIU_BUSINESS_LOGIC_PSEUDOCODE.md","GIT","INTERNAL DEVELOPMENT CONTROL","Logos logical-functional continuity/development-control","Internal Tale/Logos governance","YES","NO","Local INTERNAL_DEVELOPMENT_CONTROL/PSEUDOCODE/ artifact; original Git history","INTERNAL_DEVELOPMENT_CONTROL/PSEUDOCODE/OPC_IRIU_BUSINESS_LOGIC_PSEUDOCODE.md","MOVED TO LOCAL INTERNAL CONTROL","NO","VERIFIED â€” BYTE-PRESERVED LOCAL MOVE; POINTER RETAINED","Owner-approved internal pseudocode role; content moved byte-for-byte outside market-facing docs/","INTERNAL DEVELOPMENT CONTROL","docs/OPC_INTERNAL_DEVELOPMENT_CONTROL_REGISTER.md","Register: preserved artifact register","Source and destination SHA-256 match; original path retains a boundary pointer and Git history","INTERNAL ONLY â€” excluded from market-facing Logos review surface"
